City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
293,Itarantim,-15.6597,-40.0656,92.79,28,4,8.81,BR,2021-10-03 15:48:08
294,Buchanan,5.8808,-10.0467,87.76,74,68,7.23,LR,2021-10-03 15:48:09
295,Sao Filipe,14.8961,-24.4956,80.24,77,57,6.38,CV,2021-10-03 15:48:09
296,Kusa,55.3383,59.4406,33.04,79,100,4.59,RU,2021-10-03 15:48:09
297,Mbini,1.574,9.6134,79.23,82,90,8.55,GQ,2021-10-03 15:48:10
298,Anupgarh,29.1911,73.2086,94.03,36,51,11.07,IN,2021-10-03 15:48:10
299,Coquimbo,-29.9533,-71.3436,60.53,67,0,11.5,CL,2021-10-03 15:46:19
300,Touros,-5.1989,-35.4608,88.7,61,39,19.26,BR,2021-10-03 15:46:58
301,Khrebtovaya,56.7032,104.2494,31.23,90,100,2.68,RU,2021-10-03 15:48:11
302,Truro,50.2653,-5.0544,60.57,72,40,21.85,GB,2021-10-03 15:48:11
303,Nicoya,10.1483,-85.452,81.95,70,54,4.7,CR,2021-10-03 15:48:11
304,Semporna,4.4818,118.6112,77.2,81,100,0.63,MY,2021-10-03 15:48:12
305,Kingaroy,-26.5333,151.8333,51.84,87,0,1.14,AU,2021-10-03 15:48:12
306,Katobu,-4.9408,122.5276,74.52,91,11,1.39,ID,2021-10-03 15:48:12
307,Port Lincoln,-34.7333,135.8667,53.42,64,5,25.26,AU,2021-10-03 15:48:13
308,Moree,-29.4667,149.85,62.62,59,3,12.66,AU,2021-10-03 15:48:13
309,Provost,52.3501,-110.2683,52.25,29,73,5.91,CA,2021-10-03 15:48:13
310,Arandis,-22.4167,14.9667,52.47,44,0,9.82,NA,2021-10-03 15:48:14
311,Puerto Ayacucho,5.6639,-67.6236,89.53,59,76,1.54,VE,2021-10-03 15:48:14
312,Dengfeng,34.4553,113.0281,73.27,93,99,3.38,CN,2021-10-03 15:48:14
313,Suhut,38.5311,30.5458,58.28,40,0,8.61,TR,2021-10-03 15:48:15
314,Tiarei,-17.5333,-149.3333,73.42,75,3,9.13,PF,2021-10-03 15:48:15
315,Halifax,44.6453,-63.5724,59.68,64,27,2.3,CA,2021-10-03 15:44:27
316,Stephenville,32.2207,-98.2023,78.89,70,1,8.05,US,2021-10-03 15:45:29
317,Beringovskiy,63.05,179.3167,37.99,99,100,1.12,RU,2021-10-03 15:48:16
318,Mackay,-21.15,149.2,75.18,88,75,8.05,AU,2021-10-03 15:45:31
319,Nikolskoye,59.7035,30.7861,53.87,79,2,6.82,RU,2021-10-03 15:48:16
320,Katherine,-14.4667,132.2667,86.32,58,95,8.05,AU,2021-10-03 15:48:16
321,Makakilo City,21.3469,-158.0858,75.52,81,1,4.61,US,2021-10-03 15:48:17
322,Lazaro Cardenas,17.9583,-102.2,83.26,67,81,2.59,MX,2021-10-03 15:48:17
323,Sillod,20.3,75.65,78.4,80,99,2.84,IN,2021-10-03 15:48:17
324,Aklavik,68.2191,-135.0107,34.63,100,90,14.97,CA,2021-10-03 15:47:19
325,Hami,42.8,93.45,52.0,31,22,4.76,CN,2021-10-03 15:48:18
326,Kovernino,57.1253,43.8142,44.73,82,100,2.3,RU,2021-10-03 15:48:18
327,Libertador General San Martin,-23.8064,-64.7876,63.12,77,100,2.73,AR,2021-10-03 15:48:18
328,Blagoyevo,63.3667,47.9167,42.78,86,100,3.09,RU,2021-10-03 15:48:19
329,Maxixe,-23.8597,35.3472,76.84,94,75,20.0,MZ,2021-10-03 15:48:19
330,Rossland,49.0831,-117.8022,48.9,71,100,1.07,CA,2021-10-03 15:48:19
331,Timizart,36.8,4.2667,78.37,53,1,7.29,DZ,2021-10-03 15:48:20
332,Fairbanks,64.8378,-147.7164,34.61,96,90,5.75,US,2021-10-03 15:48:20
333,Chiradzulu,-15.6746,35.1407,81.63,28,62,5.61,MW,2021-10-03 15:48:20
334,Bandarbeyla,9.4942,50.8122,79.36,82,43,22.57,SO,2021-10-03 15:48:21
335,Deputatskiy,69.3,139.9,16.7,93,89,3.8,RU,2021-10-03 15:48:21
336,Priargunsk,50.3691,119.1012,37.27,56,90,3.67,RU,2021-10-03 15:48:21
337,Shiyan,32.6475,110.7781,78.4,84,56,1.43,CN,2021-10-03 15:48:22
338,Vanavara,60.34,102.2797,34.61,89,100,4.14,RU,2021-10-03 15:48:22
339,Maksatikha,57.797,35.8825,42.8,78,96,4.21,RU,2021-10-03 15:48:23
340,Eregli,37.5133,34.0467,61.18,44,0,7.43,TR,2021-10-03 15:48:23
341,Rosarito,32.3333,-117.0333,86.31,40,74,1.25,MX,2021-10-03 15:48:23
342,Waddan,29.1614,16.139,86.81,24,0,5.55,LY,2021-10-03 15:48:24
343,Ust-Nera,64.5667,143.2,24.03,91,31,3.06,RU,2021-10-03 15:48:24
344,Iralaya,15.0,-83.2333,86.09,78,14,8.23,HN,2021-10-03 15:48:24
345,Miri,4.4148,114.0089,77.14,94,40,3.44,MY,2021-10-03 15:48:25
346,Yekaterinoslavka,50.3734,129.1139,33.91,77,0,6.85,RU,2021-10-03 15:48:25
347,Nemuro,43.3236,145.575,60.78,79,30,28.43,JP,2021-10-03 15:48:25
348,San Ramon,37.7799,-121.978,75.96,48,1,0.0,US,2021-10-03 15:47:44
349,Sao Joao Da Barra,-21.6403,-41.0511,84.29,76,39,10.89,BR,2021-10-03 15:48:26
350,Qaanaaq,77.484,-69.3632,31.89,97,100,10.04,GL,2021-10-03 15:48:26
351,Uvalde,29.3669,-99.767,84.18,46,1,0.0,US,2021-10-03 15:48:26
352,Seymchan,62.8833,152.4333,28.08,77,100,12.28,RU,2021-10-03 15:48:27
353,Chuy,-33.6971,-53.4616,62.47,63,99,12.21,UY,2021-10-03 15:48:27
354,Punta Alta,-38.8759,-62.0736,60.08,29,1,10.2,AR,2021-10-03 15:48:28
355,San Cristobal,7.7669,-72.225,82.58,55,96,6.31,VE,2021-10-03 15:48:28
356,Maicao,11.3832,-72.2432,88.79,58,67,15.77,CO,2021-10-03 15:48:28
357,Port Keats,-14.25,129.55,79.43,84,100,9.46,AU,2021-10-03 15:48:28
358,Stornoway,58.2093,-6.3865,53.92,87,75,12.66,GB,2021-10-03 15:48:29
359,Preobrazheniye,42.9019,133.9064,63.5,93,100,7.43,RU,2021-10-03 15:48:29
360,Menongue,-14.6585,17.691,90.72,9,7,5.75,AO,2021-10-03 15:48:29
361,Mikhaylovskoye,51.8239,79.7172,40.37,49,100,4.25,RU,2021-10-03 15:48:30
362,Chapais,49.7834,-74.8492,53.38,60,10,5.41,CA,2021-10-03 15:47:47
363,Nagato,34.3833,131.2,73.31,79,3,14.23,JP,2021-10-03 15:48:30
364,Yanji,42.9075,129.5078,61.32,86,100,3.4,CN,2021-10-03 15:48:31
365,Basoko,1.2391,23.616,78.35,70,72,1.72,CD,2021-10-03 15:48:31
366,Flin Flon,54.7682,-101.865,58.03,41,68,8.86,CA,2021-10-03 15:48:31
367,Houma,29.5958,-90.7195,86.0,82,100,5.06,US,2021-10-03 15:48:32
368,San Andres,12.5847,-81.7006,80.62,89,75,10.36,CO,2021-10-03 15:47:15
369,Langres,47.8333,5.3333,56.25,94,100,9.13,FR,2021-10-03 15:48:32
370,La Primavera,5.4906,-70.4092,88.59,59,82,9.73,CO,2021-10-03 15:48:33
371,Jipijapa,-1.3333,-80.5833,69.3,58,65,6.13,EC,2021-10-03 15:48:33
372,Tadine,-21.55,167.8833,72.75,94,66,5.91,NC,2021-10-03 15:48:33
373,Shangqiu,34.45,115.65,75.07,88,97,3.31,CN,2021-10-03 15:48:34
374,Hofn,64.2539,-15.2082,48.22,81,90,8.05,IS,2021-10-03 15:48:34
375,Codrington,-38.2667,141.9667,48.83,91,73,16.24,AU,2021-10-03 15:48:34
376,Mujiayingzi,42.1167,118.7833,51.04,62,91,7.81,CN,2021-10-03 15:48:35
377,Vila Praia De Ancora,41.811,-8.8526,66.49,59,1,10.56,PT,2021-10-03 15:48:35
378,Jining,35.405,116.5814,72.81,92,100,2.08,CN,2021-10-03 15:48:35
379,Iquitos,-3.7481,-73.2472,94.93,45,50,3.36,PE,2021-10-03 15:48:36
380,Nanortalik,60.1432,-45.2371,41.74,69,0,5.39,GL,2021-10-03 15:46:28
381,Axim,4.8699,-2.2405,81.46,75,94,10.51,GH,2021-10-03 15:48:36
382,Svetlaya,46.5389,138.3297,54.28,81,38,9.31,RU,2021-10-03 15:48:32
383,Sakakah,29.9697,40.2064,94.57,21,0,14.65,SA,2021-10-03 15:48:36
384,Clovis,36.8252,-119.7029,62.49,45,1,6.91,US,2021-10-03 15:48:01
385,Cristalina,-16.7686,-47.6136,85.46,31,46,6.02,BR,2021-10-03 15:48:37
386,Goderich,43.7501,-81.7165,67.21,98,100,5.03,CA,2021-10-03 15:48:37
387,Poquoson,37.1224,-76.3458,80.64,72,20,1.99,US,2021-10-03 15:46:50
388,Bangolo,7.0069,-7.475,85.06,59,81,4.9,CI,2021-10-03 15:48:38
389,Veraval,20.9,70.3667,81.37,84,66,9.66,IN,2021-10-03 15:48:38
390,Guilin,25.2819,110.2864,75.31,69,7,0.69,CN,2021-10-03 15:45:55
391,Salym,60.0625,71.4789,31.48,93,96,8.28,RU,2021-10-03 15:48:38
392,Champerico,14.3,-91.9167,91.35,76,32,5.3,GT,2021-10-03 15:47:51
393,Evensk,61.95,159.2333,41.52,61,100,20.96,RU,2021-10-03 15:48:39
394,Lander,42.833,-108.7307,59.97,27,1,3.44,US,2021-10-03 15:48:39
395,Dieppe,49.75,1.1667,61.32,67,75,15.95,FR,2021-10-03 15:48:40
396,Dutlwe,-23.9833,23.9,73.92,8,0,9.37,BW,2021-10-03 15:48:40
397,Ust-Kuyga,70.0167,135.6,22.39,97,100,3.85,RU,2021-10-03 15:46:24
398,Coahuayana,18.7333,-103.6833,85.95,64,68,1.54,MX,2021-10-03 15:48:40
399,A Coruna,43.3713,-8.396,66.65,63,20,8.01,ES,2021-10-03 15:48:41
400,Kununurra,-15.7667,128.7333,76.98,69,39,1.14,AU,2021-10-03 15:47:10
401,Erenhot,43.6475,111.9767,46.67,38,24,7.72,CN,2021-10-03 15:48:03
402,Callaway,30.153,-85.5699,74.17,95,40,1.01,US,2021-10-03 15:48:42
403,Taltal,-25.4,-70.4833,64.74,62,2,9.51,CL,2021-10-03 15:48:42
404,Los Llanos De Aridane,28.6585,-17.9182,73.15,69,40,13.8,ES,2021-10-03 15:46:39
405,Chapleau,47.8405,-83.4034,53.69,100,90,8.05,CA,2021-10-03 15:48:42
406,Ewa Beach,21.3156,-158.0072,76.95,81,1,4.61,US,2021-10-03 15:48:43
407,Romhany,47.9262,19.2572,69.62,48,89,7.63,HU,2021-10-03 15:48:43
408,Grindavik,63.8424,-22.4338,46.87,76,40,24.16,IS,2021-10-03 15:48:43
409,Cape Girardeau,37.3834,-89.7168,73.2,73,12,9.26,US,2021-10-03 15:48:18
410,Igurusi,-8.85,33.85,79.23,40,51,3.18,TZ,2021-10-03 15:48:44
411,Husavik,66.0449,-17.3389,46.31,91,99,13.18,IS,2021-10-03 15:48:44
412,Ambilobe,-13.2,49.05,74.43,70,13,0.11,MG,2021-10-03 15:47:34
413,Chickasha,35.0526,-97.9364,73.29,78,1,6.91,US,2021-10-03 15:48:45
414,La Ronge,55.1001,-105.2842,52.05,54,40,4.61,CA,2021-10-03 15:46:37
415,Wicklow,53.0,-6.4167,52.05,77,83,13.38,IE,2021-10-03 15:48:45
416,Chateaubelair,13.2833,-61.25,86.61,66,75,9.22,VC,2021-10-03 15:48:45
417,Sosnovo-Ozerskoye,52.5249,111.5418,30.16,83,62,5.39,RU,2021-10-03 15:48:46
418,Ojinaga,29.5667,-104.4167,78.42,50,1,9.22,MX,2021-10-03 15:48:46
419,Loano,44.133,8.2513,75.38,79,75,3.0,IT,2021-10-03 15:48:46
420,Paredon,16.0333,-93.8667,87.46,61,95,5.5,MX,2021-10-03 15:48:47
421,Kyabram,-36.3167,145.05,50.88,95,94,10.56,AU,2021-10-03 15:48:47
422,Vestmanna,62.1564,-7.1664,49.12,87,75,27.63,FO,2021-10-03 15:48:47
423,Ahipara,-35.1667,173.1667,61.39,96,100,12.77,NZ,2021-10-03 15:48:48
424,Sadiqabad,28.3062,70.1307,94.5,36,9,11.74,PK,2021-10-03 15:48:48
425,Sibolga,1.7427,98.7792,77.88,80,92,4.07,ID,2021-10-03 15:48:40
426,Pemangkat,1.1667,108.9667,79.03,79,100,1.72,ID,2021-10-03 15:48:48
427,Erzin,36.9559,36.2,81.12,64,0,8.12,TR,2021-10-03 15:48:49
428,Umm Kaddadah,13.6017,26.6876,94.12,16,72,11.05,SD,2021-10-03 15:48:49
429,Vanimo,-2.6741,141.3028,77.32,86,84,3.04,PG,2021-10-03 15:48:49
430,Mehamn,71.0357,27.8492,51.75,62,20,23.02,NO,2021-10-03 15:48:50
431,Camana,-16.6228,-72.7111,63.81,78,91,10.27,PE,2021-10-03 15:48:50
432,Leningradskiy,69.3833,178.4167,15.89,83,81,4.38,RU,2021-10-03 15:48:50
433,Yar-Sale,66.8333,70.8333,31.6,74,96,6.55,RU,2021-10-03 15:48:51
434,Ciudad Bolivar,8.1222,-63.5497,90.23,49,97,10.2,VE,2021-10-03 15:48:51
435,Havre-Saint-Pierre,50.2334,-63.5986,53.96,62,40,8.05,CA,2021-10-03 15:48:51
436,Minot,48.2325,-101.2963,66.79,40,1,20.0,US,2021-10-03 15:48:52
437,Eirunepe,-6.6603,-69.8736,96.76,39,10,3.09,BR,2021-10-03 15:48:52
438,Quatre Cocos,-20.2078,57.7625,73.09,79,20,17.81,MU,2021-10-03 15:48:52
439,Kalevala,65.2,31.1667,45.88,84,7,6.82,RU,2021-10-03 15:48:53
440,Srednekolymsk,67.45,153.6833,22.41,96,99,2.33,RU,2021-10-03 15:48:53
441,Cabinda,-5.55,12.2,80.74,74,75,9.22,AO,2021-10-03 15:48:53
442,Yulara,-25.2406,130.9889,60.64,33,0,8.05,AU,2021-10-03 15:47:48
443,Rocha,-34.4833,-54.3333,59.74,53,95,14.65,UY,2021-10-03 15:48:54
444,Mapiripan,2.8892,-72.1256,88.2,60,78,7.43,CO,2021-10-03 15:48:54
445,Rivadavia,-33.1905,-68.4608,59.47,14,0,5.39,AR,2021-10-03 15:48:55
446,Lorengau,-2.0226,147.2712,79.27,80,3,3.27,PG,2021-10-03 15:48:29
447,Eyl,7.9803,49.8164,79.03,82,74,22.12,SO,2021-10-03 15:47:47
448,Mareeba,-17.0,145.4333,68.72,95,71,1.36,AU,2021-10-03 15:48:55
449,Carauari,-4.8828,-66.8958,95.54,42,46,3.89,BR,2021-10-03 15:47:58
450,Morant Bay,17.8815,-76.4093,87.62,68,9,12.73,JM,2021-10-03 15:48:55
451,Elizabeth City,36.2946,-76.2511,80.65,67,1,10.0,US,2021-10-03 15:48:09
452,Nyurba,63.2842,118.3319,28.47,78,67,4.27,RU,2021-10-03 15:48:56
453,Nalus,6.0122,124.5853,77.47,89,100,2.42,PH,2021-10-03 15:48:56
454,Kualakapuas,-3.0091,114.3876,77.16,94,93,2.53,ID,2021-10-03 15:48:57
455,Port Augusta,-32.5,137.7667,57.34,70,0,7.63,AU,2021-10-03 15:48:57
456,Timra,62.487,17.3257,51.51,96,90,19.57,SE,2021-10-03 15:48:57
457,Safford,32.834,-109.7076,73.94,45,1,12.66,US,2021-10-03 15:48:57
458,Diego De Almagro,-26.3667,-70.05,75.07,13,0,9.4,CL,2021-10-03 15:48:58
459,Griffith,41.5284,-87.4237,74.05,90,90,1.99,US,2021-10-03 15:48:58
460,Ilulissat,69.2167,-51.1,28.42,59,79,6.91,GL,2021-10-03 15:48:59
461,Half Moon Bay,37.4636,-122.4286,78.62,64,1,0.0,US,2021-10-03 15:45:30
462,Kathmandu,27.7167,85.3167,70.02,88,75,5.75,NP,2021-10-03 15:48:59
463,Christchurch,-43.5333,172.6333,53.91,85,90,1.99,NZ,2021-10-03 15:45:30
464,Ulaangom,49.9811,92.0667,35.2,62,17,3.76,MN,2021-10-03 15:48:59
465,Buala,-8.145,159.5921,78.93,84,31,3.38,SB,2021-10-03 15:49:00
466,Troitskoye,52.9821,84.6757,34.7,85,100,6.49,RU,2021-10-03 15:49:00
467,Moron,-34.6534,-58.6198,60.03,36,0,8.01,AR,2021-10-03 15:49:01
468,Luganville,-15.5333,167.1667,76.87,89,28,5.84,VU,2021-10-03 15:49:01
469,Xuddur,4.1213,43.8894,86.85,38,97,8.21,SO,2021-10-03 15:49:01
470,Praia,14.9215,-23.5087,90.14,51,20,11.5,CV,2021-10-03 15:49:02
471,Fomboni,-12.28,43.7425,76.69,81,11,13.04,KM,2021-10-03 15:49:02
472,Farmington,36.7281,-108.2187,65.21,67,1,5.75,US,2021-10-03 15:48:11
473,Itarema,-2.9248,-39.9167,88.68,56,2,20.51,BR,2021-10-03 15:49:02
474,Miles City,46.4083,-105.8406,52.77,50,1,8.05,US,2021-10-03 15:49:03
475,Spas-Demensk,54.4122,34.0226,44.98,79,100,4.23,RU,2021-10-03 15:49:03
476,Banda Aceh,5.5577,95.3222,79.77,80,54,5.99,ID,2021-10-03 15:49:03
477,Outjo,-20.1167,16.15,84.47,4,0,13.02,NA,2021-10-03 15:49:04
478,Huntsville,34.7304,-86.5861,72.34,96,90,1.99,US,2021-10-03 15:45:37
479,Xining,36.6167,101.7667,37.58,94,100,2.06,CN,2021-10-03 15:46:59
480,Zorritos,-3.6805,-80.6782,75.49,69,32,8.03,PE,2021-10-03 15:49:04
481,Condado,21.8767,-79.8403,84.36,62,37,9.71,CU,2021-10-03 15:49:05
482,Tubuala,9.5167,-79.0333,89.33,76,50,8.23,PA,2021-10-03 15:49:05
483,Berekum,7.4534,-2.584,84.83,72,38,3.49,GH,2021-10-03 15:49:05
484,Bang Saphan,11.2126,99.5117,76.64,93,55,4.7,TH,2021-10-03 15:49:06
485,Sept-Iles,50.2001,-66.3821,52.32,62,75,6.91,CA,2021-10-03 15:46:02
486,Mwinilunga,-11.7358,24.4293,68.04,67,60,4.76,ZM,2021-10-03 15:49:06
487,Tezu,27.9167,96.1667,76.66,89,87,2.42,IN,2021-10-03 15:49:06
488,Oussouye,12.485,-16.5469,93.38,62,82,8.7,SN,2021-10-03 15:49:07
489,Hailey,43.5196,-114.3153,42.66,45,1,11.5,US,2021-10-03 15:49:07
490,Salisbury,51.0693,-1.7957,60.46,72,40,21.85,GB,2021-10-03 15:45:30
491,Darhan,49.4867,105.9228,36.68,74,21,1.7,MN,2021-10-03 15:49:08
492,Linjiang,41.8069,126.9078,60.21,99,100,3.04,CN,2021-10-03 15:49:08
493,Guamuchil,25.4667,-108.1,80.74,60,100,1.95,MX,2021-10-03 15:49:08
494,Chicama,-7.8447,-79.1469,72.48,61,54,9.19,PE,2021-10-03 15:49:09
495,Vilani,56.5525,26.9245,50.49,67,92,11.54,LV,2021-10-03 15:49:09
496,Sidi Ali,36.0998,0.4206,72.39,61,49,14.94,DZ,2021-10-03 15:49:09
497,Vila Franca Do Campo,37.7167,-25.4333,72.01,71,94,3.74,PT,2021-10-03 15:49:10
498,Khromtau,50.2503,58.4347,46.96,51,100,9.44,KZ,2021-10-03 15:49:10
499,Cessnock,-32.8333,151.35,65.97,87,96,1.86,AU,2021-10-03 15:49:10
500,Yasnogorsk,54.4803,37.6975,43.9,67,80,6.26,RU,2021-10-03 15:49:11
501,Cabedelo,-6.9811,-34.8339,86.67,59,25,16.42,BR,2021-10-03 15:49:11
502,Tabou,4.423,-7.3528,80.2,79,100,7.7,CI,2021-10-03 15:49:11
503,Salinas,36.6777,-121.6555,80.04,69,1,9.22,US,2021-10-03 15:49:12
504,Semey,50.4111,80.2275,41.22,70,0,8.95,KZ,2021-10-03 15:49:12
505,Kashi,39.4547,75.9797,61.81,29,90,11.18,CN,2021-10-03 15:49:12
506,Riyadh,24.6877,46.7219,96.94,10,91,6.91,SA,2021-10-03 15:47:02
507,Eureka,40.8021,-124.1637,52.41,70,65,3.22,US,2021-10-03 15:49:01
508,Speightstown,13.25,-59.65,90.21,70,62,19.91,BB,2021-10-03 15:49:13
509,Kiruna,67.8557,20.2251,43.72,87,75,14.97,SE,2021-10-03 15:49:13
510,Islahiye,37.025,36.6306,80.38,61,0,7.52,TR,2021-10-03 15:49:14
511,Ancud,-41.8697,-73.8203,49.53,69,57,10.78,CL,2021-10-03 15:49:14
512,Krasnyye Chetai,55.6887,46.1386,45.93,88,100,4.03,RU,2021-10-03 15:49:14
513,Ponta Delgada,37.7333,-25.6667,72.32,83,75,5.75,PT,2021-10-03 15:45:59
514,Bowen,-20.0167,148.2333,73.62,94,8,6.69,AU,2021-10-03 15:49:15
515,Andros Town,24.7,-77.7667,85.96,65,17,17.2,BS,2021-10-03 15:49:15
516,Ailigandi,9.2333,-78.0167,83.16,80,26,6.73,PA,2021-10-03 15:49:15
517,Tautira,-17.7333,-149.15,73.42,76,9,9.28,PF,2021-10-03 15:49:16
518,Te Anau,-45.4167,167.7167,46.0,98,100,3.94,NZ,2021-10-03 15:49:16
519,Bundi,25.4417,75.6417,85.06,65,100,5.95,IN,2021-10-03 15:49:16
520,Los Alamos,35.8881,-106.307,60.13,63,1,1.99,US,2021-10-03 15:49:17
521,Skjervoy,70.0311,20.9714,55.4,74,100,14.43,NO,2021-10-03 15:49:17
522,Angoche,-16.2325,39.9086,78.64,77,5,20.45,MZ,2021-10-03 15:49:17
523,Cascais,38.6979,-9.4215,71.46,55,20,8.99,PT,2021-10-03 15:49:18
524,Kiama,-34.6833,150.8667,64.38,73,81,5.95,AU,2021-10-03 15:49:18
525,Shubarkuduk,49.1447,56.4872,51.57,59,100,5.75,KZ,2021-10-03 15:49:19
526,Tilichiki,60.4667,166.1,37.89,94,100,14.92,RU,2021-10-03 15:49:19
527,Ugoofaaru,5.6667,73.0,82.92,76,4,17.07,MV,2021-10-03 15:49:19
528,Chernogorsk,53.8236,91.2842,27.97,80,99,2.24,RU,2021-10-03 15:49:20
529,Laela,-8.5667,32.05,76.64,32,100,4.47,TZ,2021-10-03 15:49:20
530,Medea,36.2642,2.7539,70.25,42,0,7.4,DZ,2021-10-03 15:49:20
531,Kletskaya,49.3145,43.0584,52.84,40,1,7.67,RU,2021-10-03 15:49:21
532,Egvekinot,66.3167,-179.1667,23.77,97,100,2.44,RU,2021-10-03 15:49:21
533,Port Blair,11.6667,92.75,80.65,82,50,5.57,IN,2021-10-03 15:49:22
534,Tabuk,17.4189,121.4443,74.52,94,94,2.35,PH,2021-10-03 15:49:22
535,Markova,48.6758,24.4138,60.39,58,9,5.08,UA,2021-10-03 15:49:22
536,Tres Arroyos,-38.3739,-60.2798,55.4,38,4,18.23,AR,2021-10-03 15:49:23
537,Pishin,30.5803,66.9961,68.97,18,3,7.92,PK,2021-10-03 15:49:23
538,Okakarara,-20.5833,17.4333,84.97,5,0,13.24,NA,2021-10-03 15:49:23
539,Sangar,63.9242,127.4739,27.68,84,10,5.48,RU,2021-10-03 15:49:24
540,Sibi,29.5448,67.8764,96.17,28,40,3.98,PK,2021-10-03 15:49:24
541,Naryan-Mar,67.6713,53.087,38.17,92,85,11.23,RU,2021-10-03 15:49:24
542,Jinxiang,27.4327,120.6062,77.34,76,95,4.27,CN,2021-10-03 15:49:25
543,Topolobampo,25.6,-109.05,80.06,59,100,3.36,MX,2021-10-03 15:49:25
544,Metlika,45.6472,15.3142,73.29,71,1,4.97,SI,2021-10-03 15:49:25
545,Cambridge,43.3601,-80.3127,67.82,98,90,6.91,CA,2021-10-03 15:46:36
546,Seoul,37.5683,126.9778,67.44,88,0,2.3,KR,2021-10-03 15:49:26
547,Palimbang,6.2106,124.1894,77.56,86,100,2.62,PH,2021-10-03 15:49:26
548,Enumclaw,47.2043,-121.9915,54.7,93,99,1.01,US,2021-10-03 15:49:26
549,Chesterville,44.5512,-70.0862,55.98,94,100,1.7,US,2021-10-03 15:49:27
550,Darnah,32.767,22.6367,71.02,64,5,18.81,LY,2021-10-03 15:49:27
551,Akonolinga,3.7667,12.25,74.61,92,100,1.21,CM,2021-10-03 15:49:28
552,Fochville,-26.4886,27.4939,74.12,11,0,9.64,ZA,2021-10-03 15:49:28
553,Hay River,60.8156,-115.7999,39.18,60,47,11.5,CA,2021-10-03 15:44:01
